ed,cuomo,molinaro,votes18,voters18,pct_dem_rvs18,pct_rep_rvs18
72052,407,21,445,986.0,83.2,5.1
72053,235,12,257,696.0,80.2,4.7
72054,369,12,393,921.0,83.3,3.4
72055,414,22,448,1014.0,81.9,3.1
72056,385,15,412,1012.0,83.2,3.4
72057,470,33,552,973.0,72.9,6.5
72058,520,28,606,1085.0,78.7,4.1
72059,424,32,505,899.0,76.3,6.2
72060,489,36,567,1005.0,78.1,4.7
72061,330,22,377,876.0,78.5,4.9
72062,328,26,363,806.0,83.4,3.2
72063,390,8,435,1076.0,78.2,4.3
72064,424,21,502,887.0,77.2,3.7
72065,435,17,464,1018.0,79.4,3.7
72066,394,39,487,800.0,72.9,5.1
72067,491,55,626,939.0,75.3,4.9
72068,626,46,754,1106.0,77.7,3.7
72069,443,36,535,866.0,76.7,5.4
72070,474,33,558,1107.0,75.7,3.7
72071,239,8,249,659.0,82.9,3.3
72072,273,6,286,633.0,81.0,1.9
72073,327,13,384,635.0,79.7,2.8
72074,458,31,523,1088.0,77.0,3.3
72075,514,34,569,1099.0,84.1,3.2
72076,347,18,372,868.0,81.3,4.4
72077,271,12,293,1024.0,83.4,3.5
72078,282,10,304,850.0,82.2,4.1
72079,311,14,331,873.0,82.6,3.8
72086,326,12,352,828.0,83.8,2.3
72087,208,8,228,642.0,83.6,3.4
72088,246,14,267,633.0,80.4,4.6
72089,295,13,317,734.0,83.7,5.0
72090,321,16,356,786.0,75.4,5.2
72091,383,24,436,755.0,78.9,4.8
72092,340,22,380,883.0,80.7,4.4
72093,367,19,407,1055.0,83.5,3.3
72094,346,13,371,1038.0,82.3,4.0
72095,199,11,226,588.0,81.0,4.6
72096,220,12,240,618.0,81.2,3.6
72097,191,10,208,546.0,83.3,4.2
73001,294,36,352,561.0,58.6,11.4
73002,215,95,328,539.0,47.1,22.8
73003,526,89,655,1018.0,61.0,13.6
73004,308,67,395,589.0,55.9,17.1
73005,319,87,428,701.0,50.2,21.5
73006,373,51,447,839.0,58.8,12.6
73007,261,78,355,695.0,50.5,19.7
73008,21,1,30,214.0,43.5,21.5
73009,498,82,616,1064.0,55.6,13.8
73010,512,80,634,1023.0,58.3,13.6
73011,400,86,522,1022.0,50.9,16.0
73012,226,76,330,683.0,48.2,19.8
73013,323,92,437,696.0,56.2,21.0
73014,189,36,236,429.0,49.4,18.2
73015,152,38,206,388.0,56.4,13.7
73016,283,77,400,808.0,45.3,19.2
73017,327,55,411,635.0,63.3,10.2
73018,360,80,476,834.0,51.0,17.5
73019,261,50,340,764.0,50.1,16.4
73020,16,7,26,74.0,44.6,14.9
73021,367,80,476,852.0,55.3,17.8
73022,328,66,436,773.0,50.1,17.9
73023,418,93,548,995.0,50.6,17.7
73024,538,98,660,1186.0,64.7,13.2
73025,478,94,612,987.0,53.6,18.8
73026,439,118,578,957.0,54.1,21.1
73027,365,76,471,789.0,50.3,19.1
73028,504,132,674,1135.0,51.6,16.9
73029,460,112,601,1103.0,47.4,17.9
73030,400,92,516,872.0,57.2,15.8
73031,400,89,526,838.0,59.9,16.9
73032,325,53,399,687.0,54.0,16.2
73033,553,111,696,1047.0,55.9,18.1
73034,246,98,364,586.0,53.6,25.8
73035,521,115,651,1050.0,54.8,18.9
73036,426,94,552,895.0,51.5,21.8
73037,366,99,489,767.0,55.0,20.7
73038,491,97,620,1025.0,50.5,19.2
73039,474,146,644,1091.0,51.1,21.5
73040,428,103,568,849.0,50.4,22.0
73041,478,122,628,1025.0,50.9,19.6
73042,349,87,457,925.0,54.8,14.6
73043,46,22,79,329.0,43.8,21.9
73044,291,54,366,511.0,65.2,11.0
73045,189,87,309,637.0,43.6,26.7
73046,176,92,279,664.0,43.4,27.6
73047,385,91,506,930.0,50.4,20.4
73048,318,55,382,724.0,51.7,16.7
73049,380,66,474,710.0,63.7,11.5
73050,283,58,369,723.0,48.7,23.0
73051,225,71,316,679.0,45.8,25.5
73052,198,111,345,821.0,43.1,29.4
73053,319,103,444,946.0,43.0,23.3
73054,264,88,372,680.0,48.8,23.1
73055,378,87,490,858.0,53.4,18.6
73056,381,128,548,1032.0,46.9,24.8
73057,464,120,610,1052.0,54.0,20.5
73058,365,125,528,955.0,46.6,26.7
73059,273,91,384,611.0,51.7,23.7
73060,354,113,493,837.0,49.5,27.2
73061,335,128,487,975.0,45.8,26.3
73062,349,108,486,838.0,52.5,21.7
73063,384,124,535,892.0,54.0,22.6
73064,350,79,450,696.0,50.4,22.3
73065,371,114,516,867.0,53.4,21.7
73066,327,90,454,852.0,47.9,23.1
73067,369,123,526,970.0,47.7,23.5
73068,516,118,667,1008.0,56.2,18.7
73069,547,100,683,1047.0,59.7,17.0
73070,364,63,459,723.0,53.7,17.6
73071,307,118,445,802.0,47.6,26.1
73072,348,116,484,835.0,47.1,23.1
73073,433,130,601,966.0,54.9,18.8
73074,468,120,611,1042.0,53.3,18.7
73075,326,73,411,675.0,53.3,17.9
73076,275,70,359,670.0,58.5,18.1
73077,304,108,431,658.0,52.0,23.1
73078,369,91,485,878.0,51.6,22.2
73079,429,113,575,1046.0,55.8,18.9
73080,391,101,531,955.0,57.4,18.5
73081,245,68,332,609.0,55.2,23.6
73082,270,56,339,607.0,55.4,18.1
73083,405,90,535,932.0,55.2,17.8
73084,384,66,488,825.0,59.8,12.5
73085,336,48,412,734.0,60.4,13.4
73086,395,106,528,910.0,54.4,21.0
73087,382,110,527,983.0,53.0,22.4
73088,296,83,419,697.0,51.9,22.8
73089,427,88,558,869.0,60.3,18.2
73090,372,97,504,723.0,59.9,15.6
73091,451,129,628,875.0,59.3,15.8
73092,361,57,438,652.0,69.6,9.8
73093,120,76,684,1085.0,60.5,12.8
73094,357,115,503,778.0,48.7,25.6
73095,442,80,554,985.0,57.3,14.6
73096,354,119,506,807.0,48.9,24.4
73097,381,106,514,940.0,51.4,21.3
73098,253,64,339,564.0,55.9,17.7
73099,334,92,461,761.0,49.5,20.1
73100,409,111,542,973.0,49.4,17.7
73101,238,83,334,573.0,46.8,23.7
73102,369,82,467,777.0,54.1,20.1
73103,275,89,382,650.0,48.9,21.2
73104,392,138,556,880.0,49.0,24.8
73105,271,115,407,673.0,50.4,25.1
73106,389,69,487,896.0,52.3,16.1
73107,305,58,395,705.0,53.3,17.7
74001,209,9,222,631.0,81.6,4.3
74002,307,14,326,914.0,79.3,3.1
74003,274,16,300,900.0,81.4,4.2
74004,301,18,328,937.0,78.7,4.2
74005,200,5,217,655.0,78.3,4.3
74006,273,15,295,882.0,78.6,3.6
74007,281,24,325,566.0,72.3,5.5
74008,383,29,468,909.0,66.6,6.6
74009,169,7,189,459.0,76.0,5.0
74010,266,20,308,613.0,69.8,6.7
74011,277,11,300,831.0,79.1,3.5
74012,288,16,309,904.0,80.9,3.9
74013,276,12,293,876.0,79.8,4.0
74014,267,12,284,748.0,79.7,3.7
74015,328,22,392,745.0,75.3,5.2
74016,226,7,250,612.0,74.3,3.4
74017,341,20,393,929.0,76.5,3.6
74018,124,23,157,329.0,73.6,9.4
74019,228,95,351,632.0,64.4,13.3
74020,434,77,565,954.0,65.3,10.0
74021,514,32,612,960.0,68.6,4.8
74022,444,30,523,980.0,71.6,6.7
74023,511,51,626,1069.0,67.4,7.2
74024,386,23,456,854.0,74.8,4.6
74025,289,14,333,718.0,78.1,3.8
74026,292,9,306,928.0,80.3,2.9
74027,309,16,332,1040.0,78.9,3.8
74028,184,15,203,607.0,82.2,3.0
74029,250,9,267,755.0,80.0,2.6
74030,189,11,209,449.0,74.6,6.9
74031,401,42,475,784.0,78.4,5.4
74032,460,34,548,1004.0,73.3,4.6
74033,532,39,623,1084.0,71.5,5.0
74034,491,33,591,1022.0,72.1,4.8
74035,256,23,289,781.0,76.1,5.9
74036,229,22,273,495.0,62.6,10.1
74037,271,25,325,559.0,70.5,6.3
74038,259,26,302,631.0,78.1,4.3
74039,398,62,492,792.0,67.3,11.0
74040,460,95,599,973.0,61.7,13.6
74041,541,91,668,1004.0,65.7,12.5
74042,489,89,619,923.0,66.2,12.2
74043,540,93,686,982.0,67.8,10.4
74044,450,68,559,853.0,65.4,11.0
74045,559,105,699,1062.0,63.7,12.4
74046,404,63,500,764.0,67.4,10.5
74047,499,82,624,873.0,63.2,12.1
74048,443,71,539,844.0,66.2,11.4
74049,469,109,617,954.0,61.1,16.8
74050,471,116,622,953.0,61.5,14.8
74051,418,68,519,792.0,65.7,9.6
74052,328,69,437,628.0,65.8,12.3
74053,391,46,489,874.0,65.8,9.6
74054,395,41,479,805.0,69.6,8.2
74055,209,27,257,468.0,57.5,10.5
74056,460,71,576,1017.0,56.4,13.7
74057,398,57,492,853.0,56.5,13.6
74058,464,51,549,815.0,65.4,10.2
74059,570,75,701,1061.0,63.7,11.7
74060,429,33,492,781.0,64.4,10.0
74061,496,61,588,865.0,61.0,10.5
74062,473,73,578,856.0,58.6,15.3
74063,344,56,421,690.0,61.0,13.9
74064,379,42,457,687.0,64.3,11.5
74065,331,32,383,625.0,61.6,11.4
74066,347,40,422,742.0,61.3,12.3
74067,426,58,521,829.0,61.4,12.7
74068,414,71,521,815.0,62.0,10.4
74069,263,42,320,721.0,66.6,9.8
74070,329,59,412,679.0,58.8,13.4
74071,314,34,383,675.0,63.4,8.1
74072,262,28,306,520.0,60.8,10.0
74073,496,61,583,949.0,60.9,11.1
74074,423,47,502,862.0,72.7,9.5
74075,445,71,554,804.0,69.2,11.4
74076,441,48,504,1031.0,73.4,6.7
74077,386,53,450,978.0,67.9,10.5
74078,411,75,510,855.0,68.0,10.1
74079,326,48,408,653.0,66.3,9.8
74080,290,51,364,583.0,65.7,9.6
74081,142,12,166,518.0,64.7,7.7
74082,315,37,376,588.0,62.6,11.4
74083,394,60,482,714.0,67.2,10.5
74084,319,77,420,815.0,48.3,18.8
74085,146,27,185,328.0,58.5,14.6
74086,233,50,303,591.0,48.2,18.1
74087,415,106,547,931.0,54.9,15.4
74088,478,71,585,872.0,56.5,13.8
74089,312,113,464,705.0,54.3,18.0
74090,336,82,449,719.0,55.6,15.0
74091,486,96,626,957.0,54.9,14.9
74092,453,73,563,904.0,67.4,8.8
74098,465,55,555,904.0,64.9,10.8
74099,429,12,493,925.0,73.4,3.8
74100,247,29,317,549.0,73.6,5.1
74101,298,37,355,537.0,67.4,9.1
74102,209,37,263,436.0,55.7,13.8
74103,292,71,383,741.0,47.6,17.7
74104,380,84,493,854.0,55.5,16.5
74105,503,30,597,987.0,70.5,5.4
74106,317,15,374,666.0,71.0,6.0
74107,317,64,398,661.0,53.4,15.3
75001,449,45,517,741.0,68.7,9.6
75002,544,56,632,878.0,69.6,8.5
75003,332,26,392,639.0,68.2,9.2
75004,533,42,627,975.0,71.7,6.4
75005,272,20,322,536.0,67.7,10.6
75006,550,59,639,898.0,73.7,8.8
75007,509,72,613,1032.0,67.4,9.5
75008,305,34,379,638.0,61.9,9.9
75009,501,63,607,1025.0,53.7,14.3
75010,554,62,653,1045.0,63.3,10.5
75011,480,41,555,910.0,66.4,9.9
75012,350,39,407,903.0,66.6,9.0
75013,480,38,551,1087.0,71.3,7.5
75014,256,24,291,678.0,71.1,6.5
75015,426,40,505,785.0,69.4,6.2
75016,352,16,401,683.0,72.5,5.4
75017,537,38,614,975.0,62.1,11.8
75018,277,26,330,541.0,64.3,7.8
75019,392,43,471,781.0,71.3,6.8
75020,464,31,527,813.0,73.1,6.3
75021,396,38,471,755.0,68.9,9.3
75022,514,48,584,971.0,61.4,9.4
75023,655,41,738,1023.0,72.3,5.8
75024,465,57,551,923.0,57.2,13.5
75025,512,39,594,790.0,74.7,8.0
75026,400,33,462,751.0,71.5,6.1
75027,271,32,323,476.0,64.1,13.0
75028,493,54,609,1061.0,62.8,10.0
75029,545,75,653,1153.0,53.6,15.0
75030,400,63,496,816.0,54.7,15.9
75031,437,55,519,1028.0,63.4,10.9
75032,529,70,640,1012.0,60.2,12.4
75033,469,85,599,1094.0,51.4,18.4
75034,302,52,376,1030.0,59.7,12.0
75035,256,39,313,632.0,53.0,14.7
75036,488,47,571,1093.0,59.2,11.8
75037,553,58,649,1010.0,66.8,8.8
75038,278,58,364,558.0,71.9,8.8
75039,400,37,468,775.0,64.1,8.8
75040,333,31,379,855.0,71.5,6.8
75041,375,21,410,942.0,74.5,6.4
75042,392,51,467,792.0,58.6,13.4
75043,577,80,740,1057.0,81.7,6.2
75044,332,36,402,645.0,72.2,6.5
75045,318,32,361,1022.0,70.1,7.9
75046,226,23,265,606.0,64.0,9.6
75047,300,31,360,727.0,67.1,6.2
75048,438,41,518,1183.0,62.7,9.0
75049,504,73,605,1156.0,59.3,12.3
75050,289,46,360,862.0,58.2,11.0
75051,305,54,392,768.0,49.7,15.5
75052,359,57,444,823.0,54.7,15.2
75053,425,83,547,981.0,55.7,14.0
75054,374,76,480,820.0,51.5,17.0
75055,304,57,380,600.0,55.0,14.0
75056,450,97,576,932.0,56.4,17.8
75057,237,58,302,485.0,50.5,18.4
75058,431,63,533,1154.0,50.8,14.4
75059,535,75,658,1166.0,63.2,10.5
75060,11,2,14,67.0,47.8,10.4
75061,23,5,29,78.0,61.5,10.3
75062,432,56,554,1053.0,62.5,10.4
75063,463,38,545,1111.0,65.3,8.9
75064,251,24,292,566.0,56.7,14.1
75065,10,7,17,39.0,46.2,15.4
75066,126,12,155,254.0,61.0,11.8
75067,243,32,294,608.0,64.0,10.2
75068,370,67,467,815.0,53.4,18.0
75069,104,7,120,725.0,56.1,7.2
75070,521,59,626,1016.0,68.8,8.9
75071,783,50,866,1160.0,81.0,4.3
75072,790,50,886,1197.0,84.3,4.4
75073,445,52,537,1061.0,62.7,9.1
75074,246,54,317,816.0,64.0,11.2
75075,246,55,337,1025.0,55.0,14.0
75076,299,62,380,839.0,63.2,13.5
75077,244,24,291,481.0,70.1,8.3
75078,286,23,330,557.0,69.1,9.3
75079,356,34,419,773.0,70.8,8.0
75080,339,28,400,675.0,72.7,7.1
75081,194,14,230,468.0,72.0,5.8
75082,387,35,453,773.0,73.9,5.2
75083,425,70,520,935.0,69.7,10.2
75084,355,32,412,746.0,69.2,7.1
75085,354,29,414,838.0,68.5,8.8
75086,65,33,102,230.0,38.3,26.5
75087,437,87,566,1008.0,58.0,16.2
75088,393,77,520,924.0,52.4,19.4
75089,140,55,221,397.0,49.1,24.2
75090,204,65,294,527.0,51.2,18.6
75091,293,112,426,901.0,44.1,24.4
75092,377,96,505,802.0,53.1,19.8
75093,1,0,1,6.0,50.0,0.0
75094,325,68,423,656.0,53.5,18.8
75095,394,72,494,696.0,61.4,15.7
75096,325,60,417,655.0,60.5,14.5
75097,491,81,612,958.0,62.1,13.8
75098,359,58,451,697.0,60.8,12.2
75099,387,49,469,769.0,62.7,11.8
75100,337,44,405,643.0,59.9,13.4
75107,386,35,460,745.0,61.3,9.5
75108,499,47,599,1071.0,65.7,8.3
75109,341,48,421,751.0,58.3,14.4
75110,407,31,477,737.0,72.0,6.6
75111,458,50,553,1026.0,70.8,6.7
75112,575,76,720,1048.0,78.4,6.0
75113,425,38,496,790.0,70.9,6.1
75114,483,86,636,881.0,74.2,6.9
75115,431,34,492,876.0,70.3,9.5
76001,543,64,665,986.0,63.6,11.0
76002,449,104,587,993.0,57.0,17.1
76003,328,78,437,750.0,48.9,18.9
76004,372,80,473,840.0,45.6,21.0
76005,316,67,406,701.0,48.5,17.3
76006,485,120,638,1078.0,53.8,17.6
76007,318,58,424,951.0,63.1,10.2
76008,344,70,441,802.0,52.5,19.8
76009,300,98,415,778.0,43.1,25.4
76010,541,98,677,1096.0,58.3,14.0
76011,333,55,425,795.0,53.3,15.7
76012,382,81,503,841.0,56.2,16.1
76013,331,59,409,728.0,57.3,19.2
76014,377,98,506,883.0,50.4,19.8
76015,272,53,352,565.0,57.7,16.1
76016,533,102,672,1037.0,57.7,16.1
76017,380,80,490,790.0,61.0,14.3
76018,413,83,533,854.0,58.0,14.1
76019,305,103,422,767.0,48.4,21.5
76020,450,89,556,982.0,55.6,15.9
76021,550,133,718,1086.0,56.3,18.4
76022,416,107,538,853.0,52.9,20.3
76023,309,95,424,666.0,49.5,24.0
76024,394,82,509,800.0,55.0,19.2
76025,543,121,698,1087.0,54.8,16.2
76026,487,113,647,1001.0,53.2,18.9
76027,491,84,619,1003.0,58.4,15.2
76028,497,83,608,899.0,57.2,18.1
76029,292,72,384,651.0,50.8,22.3
76030,251,64,344,570.0,49.8,22.8
76031,445,104,573,955.0,49.8,17.8
76032,409,83,513,847.0,57.4,14.9
76033,380,105,513,836.0,53.3,20.0
76034,542,84,643,936.0,60.3,15.0
76035,440,117,584,956.0,52.9,20.3
76036,323,64,409,589.0,60.6,11.7
76037,315,65,411,662.0,56.6,18.0
76038,361,66,457,719.0,57.7,13.9
76039,443,88,569,920.0,53.9,16.4
76040,460,74,568,947.0,60.4,14.8
76041,449,84,581,1036.0,58.1,13.9
76042,423,70,505,773.0,59.8,18.5
76043,369,76,469,784.0,55.1,18.8
76044,459,78,561,932.0,58.8,16.1
76045,345,62,428,714.0,56.2,16.1
76046,424,97,559,888.0,56.2,16.3
76047,296,73,390,711.0,51.2,17.3
76048,450,114,595,925.0,53.8,17.5
76049,504,78,620,957.0,60.1,14.5
76050,372,103,512,933.0,56.7,16.2
76051,535,97,658,1057.0,58.9,15.1
76052,457,89,586,929.0,59.6,14.4
76053,447,80,559,877.0,57.2,15.8
76054,530,92,676,1102.0,59.3,12.1
76055,512,101,645,949.0,57.3,14.5
76056,318,73,413,652.0,53.1,16.6
76057,465,75,574,916.0,60.3,15.8
76058,431,114,569,873.0,59.6,17.6
76059,476,83,590,915.0,58.0,17.5
76060,496,92,631,930.0,61.6,12.9
76061,398,83,517,817.0,53.7,16.2
76062,453,101,594,927.0,60.2,16.6
76063,360,74,461,742.0,56.7,17.5
76064,378,114,518,816.0,58.0,19.6
76065,488,113,631,982.0,58.1,15.9
76066,485,87,612,1014.0,53.6,18.9
76067,518,110,655,1006.0,55.4,16.8
76068,475,105,622,940.0,57.6,15.2
76069,493,91,618,923.0,60.2,15.1
76070,358,53,439,673.0,64.3,16.0
76071,516,103,676,1032.0,55.0,16.1
76072,528,101,681,1022.0,60.1,15.5
76073,321,79,423,758.0,56.3,17.0
76074,367,62,464,722.0,60.2,14.5
76075,494,88,630,1015.0,60.0,13.5
76076,532,77,650,1051.0,60.0,13.3
76077,507,82,625,974.0,61.2,14.4
76078,391,84,501,727.0,65.5,15.4
76079,471,87,593,998.0,58.1,14.2
76080,515,85,649,1009.0,57.4,12.9
76081,374,55,457,743.0,58.5,12.7
76082,382,59,477,970.0,62.7,9.0
76083,455,53,562,873.0,73.4,6.2
76084,431,63,537,969.0,66.9,9.4
76085,428,50,505,951.0,69.8,7.2
76086,327,44,422,838.0,65.9,9.5
76087,140,10,170,363.0,71.3,6.6
76088,449,85,576,898.0,55.7,15.7
76089,275,55,360,617.0,54.8,16.9
76090,0,0,0,1.0,100.0,0.0
76099,390,83,517,853.0,57.3,15.4
76100,408,59,521,866.0,61.0,14.7
76101,342,71,429,768.0,51.7,17.4
76102,293,96,401,683.0,48.8,25.5
76103,242,33,298,470.0,62.8,11.7
77001,125,7,136,454.0,78.4,3.7
77002,153,3,158,436.0,84.4,2.8
77003,406,10,423,1050.0,82.5,4.3
77004,286,14,308,906.0,81.0,3.6
77005,367,6,392,961.0,84.6,1.4
77006,375,17,401,950.0,79.9,3.1
77007,426,19,455,1121.0,81.3,3.7
77008,368,11,387,1014.0,79.2,4.1
77009,377,16,400,1004.0,81.5,3.0
77010,369,16,389,865.0,80.0,3.6
77011,392,14,418,1027.0,82.0,3.1
77012,271,5,284,774.0,79.8,3.9
77013,292,13,311,727.0,82.4,3.9
77014,376,11,395,990.0,82.8,3.7
77015,172,7,188,553.0,81.6,3.1
77016,306,8,323,764.0,83.5,3.4
77017,163,4,174,393.0,77.1,5.1
77018,365,7,378,1009.0,81.0,2.5
77019,325,11,346,1059.0,78.8,4.0
77020,288,11,305,854.0,80.7,3.7
77021,365,11,380,1000.0,82.1,3.4
77022,403,15,429,1090.0,79.4,4.5
77023,343,10,358,913.0,80.9,5.0
77024,301,13,319,723.0,83.1,4.0
77025,283,2,291,1039.0,83.8,3.1
77026,194,13,208,458.0,81.2,5.0
77027,277,9,297,1122.0,80.7,4.6
77028,275,11,295,1112.0,81.8,5.4
77029,73,4,79,388.0,80.4,5.2
77030,156,6,167,585.0,82.6,3.4
77031,57,3,61,140.0,83.6,2.1
77032,327,9,345,973.0,79.7,3.9
77033,255,10,269,757.0,79.7,3.7
77034,308,16,329,901.0,77.8,4.1
77035,182,9,197,629.0,79.3,4.1
77036,369,12,388,979.0,76.7,6.5
77037,302,9,322,820.0,81.7,3.3
77038,208,8,221,600.0,79.3,3.3
77039,324,13,344,1092.0,79.7,3.8
77040,256,12,272,687.0,82.1,3.6
77041,251,7,263,722.0,83.2,3.5
77042,327,18,354,1045.0,77.8,4.7
77043,305,12,326,1085.0,78.6,5.0
77044,315,11,334,964.0,78.4,4.5
77045,249,8,267,703.0,80.5,3.3
77046,248,19,278,796.0,80.8,3.6
77047,367,6,379,810.0,81.2,2.2
77048,257,13,275,763.0,77.3,4.6
77049,164,9,175,378.0,81.0,4.0
77050,304,12,330,968.0,79.5,4.1
77051,322,9,333,924.0,80.5,3.8
77052,60,6,67,177.0,86.4,4.0
77053,436,18,466,1020.0,82.1,3.9
77054,311,4,320,1074.0,79.1,4.2
77055,349,9,363,1011.0,80.4,3.8
77056,346,17,374,815.0,82.3,3.3
77057,350,19,377,855.0,78.8,3.2
77058,515,9,544,1022.0,82.8,3.1
77059,205,6,213,611.0,84.5,3.1
77060,272,11,291,598.0,87.0,3.5
77061,122,5,133,299.0,81.6,3.7
77062,367,8,387,1029.0,78.9,4.2
77063,280,11,296,861.0,79.4,3.7
77064,102,4,110,358.0,80.2,3.6
77065,371,11,391,993.0,80.8,3.0
77066,34,2,38,92.0,77.2,4.3
77067,251,5,259,650.0,80.0,4.2
77068,354,9,372,959.0,82.1,2.8
77071,406,18,438,1163.0,78.7,2.8
77072,305,9,324,637.0,84.0,2.7
77074,403,18,426,924.0,82.3,2.6
77075,258,9,269,726.0,75.8,4.7
77076,295,8,313,838.0,82.9,3.7
77077,169,6,179,455.0,81.1,3.3
77078,398,13,418,1058.0,82.5,3.0
77079,196,7,210,614.0,80.6,3.3
77080,144,3,152,466.0,77.9,4.7
77081,277,11,297,712.0,83.6,3.5
77082,143,4,158,383.0,83.0,2.9
78001,275,6,288,882.0,81.5,2.8
78002,209,5,216,590.0,76.9,3.2
78003,315,21,346,1023.0,74.8,5.6
78004,147,2,151,435.0,76.8,3.0
78005,247,24,281,722.0,72.2,6.8
78006,427,32,469,1147.0,77.9,6.7
78007,98,23,129,344.0,65.1,8.1
78008,295,37,348,1053.0,71.1,5.6
78009,241,19,269,680.0,80.0,4.7
78010,256,11,274,861.0,77.6,3.3
78011,274,10,291,935.0,77.5,2.9
78012,258,8,275,800.0,79.4,4.0
78013,342,15,375,1084.0,78.1,4.4
78014,341,18,372,1012.0,76.4,3.5
78015,206,12,224,942.0,77.0,6.1
78016,240,10,252,549.0,78.5,4.9
78017,172,8,181,502.0,77.5,3.2
78018,299,14,317,1009.0,77.1,2.9
78019,267,26,305,937.0,76.6,4.8
78020,241,7,259,818.0,76.4,3.9
78021,214,9,229,790.0,80.8,5.2
78022,223,11,236,732.0,78.8,4.0
78023,272,14,299,855.0,79.9,3.9
78024,240,19,271,702.0,78.2,5.4
78025,258,18,283,986.0,76.7,4.3
78026,277,12,298,873.0,78.4,3.4
78027,341,5,355,1065.0,76.9,3.6
78028,246,11,270,744.0,78.4,4.6
78029,354,8,370,993.0,77.7,3.5
78030,228,27,262,701.0,75.2,6.0
78031,336,24,371,938.0,78.3,4.2
78032,283,37,341,736.0,71.5,7.1
78033,405,45,475,1080.0,74.7,5.8
78034,293,17,320,776.0,78.7,3.4
78035,121,12,142,322.0,75.8,4.3
78036,353,19,388,971.0,76.2,4.7
78037,43,5,48,103.0,87.4,4.9
78038,379,32,428,1023.0,76.0,5.5
78039,105,23,140,380.0,63.9,10.0
78040,408,53,485,941.0,76.7,6.4
78041,462,65,552,1078.0,75.5,6.7
78043,137,9,148,399.0,77.2,3.8
78044,303,14,328,1027.0,76.5,4.3
78045,257,12,279,761.0,80.3,4.3
78046,213,6,231,691.0,77.7,4.8
78047,351,22,383,1049.0,76.9,5.6
78048,566,38,625,1009.0,80.5,4.8
78049,424,22,460,887.0,79.9,5.0
78050,308,14,335,947.0,78.8,3.6
78051,211,4,228,818.0,80.6,4.5
78052,261,8,273,765.0,77.5,5.5
78053,237,6,253,927.0,81.6,3.3
78054,231,15,254,565.0,82.8,3.4
78059,255,18,281,806.0,78.3,5.8
78060,302,16,329,940.0,76.1,4.3
78061,187,18,208,586.0,76.5,4.3
78062,190,19,224,679.0,71.1,5.6
78063,132,7,143,462.0,79.0,3.2
78064,224,8,234,724.0,79.0,4.0
78065,253,16,275,1015.0,78.8,4.5
78066,143,13,165,534.0,77.5,3.9
78067,305,39,354,766.0,76.9,5.1
78068,115,3,123,346.0,78.3,4.6
78069,296,3,308,884.0,84.8,2.5
78070,214,22,243,665.0,80.3,5.4
78071,229,6,243,797.0,76.0,4.5
78072,185,10,202,588.0,75.9,4.1
78073,202,20,226,536.0,75.7,3.7
79001,231,5,241,654.0,82.0,3.4
79002,310,13,330,899.0,80.1,3.8
79003,358,4,369,1011.0,83.0,2.3
79004,310,6,323,915.0,81.1,2.8
79005,263,4,273,832.0,81.4,2.8
79006,241,6,261,823.0,78.0,2.8
79007,309,7,322,905.0,79.4,3.4
79008,301,9,316,881.0,79.3,3.1
79009,134,3,138,436.0,82.6,3.0
79010,253,9,274,899.0,80.9,3.1
79011,167,9,183,496.0,79.8,3.0
79012,78,4,85,283.0,77.0,5.3
79013,340,14,364,1040.0,81.1,3.5
79014,121,1,124,328.0,83.8,2.1
79015,312,11,327,994.0,82.5,3.0
79016,306,16,330,958.0,80.8,4.0
79017,325,14,353,930.0,78.7,4.6
79018,280,11,299,923.0,78.4,5.6
79019,232,9,248,593.0,81.3,4.0
79020,232,11,256,776.0,80.8,3.5
79021,191,10,206,679.0,77.9,3.1
79022,193,10,208,466.0,78.1,2.1
79023,259,8,276,663.0,77.5,3.9
79024,341,10,358,883.0,80.9,3.1
79025,339,5,355,1038.0,81.3,2.9
79026,369,16,398,1002.0,80.0,4.1
79027,375,11,402,1000.0,83.2,3.1
79028,396,15,426,1082.0,79.8,3.1
79030,286,12,305,686.0,79.3,3.6
79031,316,0,324,893.0,81.2,2.6
79032,278,14,294,928.0,77.4,4.3
79033,313,8,326,989.0,80.8,3.5
79034,302,19,324,785.0,79.1,4.7
79035,334,9,354,1020.0,75.3,7.3
79036,346,9,362,1037.0,80.2,3.3
79037,277,10,294,840.0,80.8,3.5
79038,346,8,357,1076.0,78.9,4.1
79039,437,10,452,1099.0,82.9,3.1
79040,416,21,450,1115.0,79.7,3.8
79041,373,6,387,1024.0,82.5,1.4
79042,354,14,377,1000.0,81.5,3.8
79043,304,10,321,950.0,79.5,4.3
79044,332,12,347,1053.0,78.9,3.4
79045,309,10,325,814.0,79.6,2.9
79046,344,5,358,978.0,79.9,2.6
79047,327,6,336,833.0,82.0,3.4
79048,316,6,328,1007.0,80.8,3.6
79049,323,6,335,1046.0,84.4,2.2
79050,306,17,329,886.0,83.0,3.8
79051,343,8,358,708.0,83.5,3.1
79052,302,11,318,862.0,79.9,3.5
79053,401,6,418,1187.0,80.9,2.9
79054,272,12,294,774.0,81.5,3.2
79055,88,5,96,269.0,78.4,4.8
79056,295,12,312,902.0,78.0,3.7
79057,400,11,425,1121.0,81.6,3.6
79058,333,20,357,1016.0,83.1,3.0
